record_id,age,gender,country,num_platforms,self_reported_weekly_play,plays_xbox,plays_steam,plays_nintendo,plays_ios,plays_android,plays_playstation,intake_life_sat,intake_affective_valence,intake_wemwbs_1,intake_wemwbs_2,intake_wemwbs_3,intake_wemwbs_4,intake_wemwbs_5,intake_wemwbs_6,intake_wemwbs_7,gdt_total,promis_total,wemwbs_total,bangs_total,telem_nocturnal_sessions,telem_activity_count,telem_total_sessions,bw_gdt_1,bw_gdt_2,bw_gdt_3,bw_gdt_4,bw_promis_1,bw_promis_2,bw_promis_3,bw_promis_4,bw_promis_5,bw_promis_6,bw_promis_7,bw_promis_8,bw_wemwbs_1,bw_wemwbs_2,bw_wemwbs_3,bw_wemwbs_4,bw_wemwbs_5,bw_wemwbs_6,bw_wemwbs_7,android_days_with_data,android_mean_daily_minutes,android_total_minutes,bw_affective_valence,bw_bangs_1,bw_bangs_10,bw_bangs_11,bw_bangs_12,bw_bangs_13,bw_bangs_14,bw_bangs_15,bw_bangs_16,bw_bangs_17,bw_bangs_18,bw_bangs_2,bw_bangs_3,bw_bangs_4,bw_bangs_5,bw_bangs_6,bw_bangs_7,bw_bangs_8,bw_bangs_9,bw_bfi_2_xs_1,bw_bfi_2_xs_10,bw_bfi_2_xs_11,bw_bfi_2_xs_12,bw_bfi_2_xs_13,bw_bfi_2_xs_14,bw_bfi_2_xs_15,bw_bfi_2_xs_2,bw_bfi_2_xs_3,bw_bfi_2_xs_4,bw_bfi_2_xs_5,bw_bfi_2_xs_6,bw_bfi_2_xs_7,bw_bfi_2_xs_8,bw_bfi_2_xs_9,bw_eps_afternoon,bw_eps_car,bw_eps_lunch,bw_eps_passenger,bw_eps_public,bw_eps_reading,bw_eps_talking,bw_eps_tv,bw_gaming_value_cognitive,bw_gaming_value_emotion,bw_gaming_value_routines,bw_gaming_value_social,bw_gaming_value_work,bw_life_sat,bw_mctq_fd_sleep_latency_minutes,bw_mctq_wd_sleep_latency_minutes,bw_mctq_workdays_per_week,bw_num_waves,bw_played_any_games,bw_positives,bw_problematic_play,bw_psqi_overall_quality,bw_psqi_sleep_latency_min,bw_psqi_sleepdur_hours,bw_self_reported_biweekly_play,bw_self_reported_daily_play,bw_self_reported_weekly_play,bw_survey_duration,bw_trojan_1,bw_trojan_10,bw_trojan_11,bw_trojan_12,bw_trojan_13,bw_trojan_14,bw_trojan_15,bw_trojan_2,bw_trojan_3,bw_trojan_4,bw_trojan_5,bw_trojan_6,bw_trojan_7,bw_trojan_8,bw_trojan_9,cog_mean_accuracy,cog_mean_rt,cog_num_tasks,cog_num_trials,daily_num_responses,daily_played_days,daily_stress_days,has_android,has_any_telemetry,has_biweekly,has_cognitive,has_daily,has_ios,has_nintendo,has_steam,has_timeuse,has_xbox,ios_days_with_data,ios_mean_daily_minutes,ios_total_minutes,nintendo_max_session_min,nintendo_mean_session_min,nintendo_nocturnal_sessions,nintendo_total_duration_min,nintendo_total_sessions,nintendo_unique_games,num_telemetry_platforms,steam_link_events,steam_linked,steam_owned_games_count,steam_owned_total_playtime,steam_playtime_2weeks_max,steam_playtime_forever_max,steam_total_records,steam_unique_games,timeuse_gaming_entries,timeuse_num_days,timeuse_num_entries,xbox_max_session_min,xbox_mean_session_min,xbox_nocturnal_sessions,xbox_total_duration_min,xbox_total_sessions,xbox_unique_games
601,25,Man,UK,1,1440,,,,,,,,,,,,,,,,2,14,23,65,0,965,965,1,1,0,0,1,1,1,3,3,1,3,1,2,3,3,4,4,4,3,,,,40,5,4,2,2,4,5,3,2,1,2,5,5,3,4,2,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,1,0,3,60,60,5,5,,,,,,,,300,,701,5,4,2,4,5,2,2,2,2,4,3,5,4,3,2,0.94,698.59,1,100,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,791,419467,2424,29180,965,112,,,,,,,,,
602,20,Man,UK,2,1200,,,,,,,,,,,,,,,,2,8,35,70,0,90,90,0,2,0,0,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,,,,75,6,4,2,1,7,7,6,3,1,1,6,3,1,1,1,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,2,-3,0,-1,6,15,10,7,6,,,,,,,1304,62,198,647,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,0.9816176470588235,833.2683823529412,1,272,,,,0,1,1,1,0,1,0,1,0,0,84,24.14654761904764,2028.3100000000018,,,,,,,2,2,1,22,45928,96,35301,6,3,,,,,,,,,
603,25,Man,US,1,270,,,,,,,,,,,,,,,,9,32,11,71,0,249,249,2,2,3,2,4,5,4,4,4,4,4,3,1,2,2,2,2,1,1,,,,20,5,5,3,3,4,4,4,3,2,2,6,6,5,2,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-1,1,-1,1,60,70,,6,,,,,,,1200,270,600,573,5,4,4,4,5,3,4,3,4,5,4,5,4,4,3,0.9936305732484076,1023.9490445859873,1,157,29,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,115,192485,691,129182,249,19,12,28,206,,,,,,
604,25,Man,US,2,660,,,,,,,,,,,,,,,,6,12,26,68,0,712,712,2,2,1,1,1,1,1,3,1,2,2,1,4,3,4,3,4,5,3,,,,55,6,2,2,3,5,6,6,1,2,1,6,5,2,2,2,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,0,-1,3,75,60,,5,,,,,,,1140,110,900,1013,5,4,4,4,3,5,5,4,5,4,5,4,4,5,4,0.9428571428571428,865.1314285714286,1,175,26,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,19,266044,3885,132029,712,10,12,23,409,,,,,,
605,30,Woman,UK,1,360,,,,,,,,,,,,,,,,1,23,19,72,0,166,166,0,0,1,0,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,,,,61,6,4,2,2,6,5,4,3,3,3,5,5,3,3,2,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,1,-1,6,15,10,5,5,,,,,,,,,,624,5,4,4,4,4,2,2,4,3,2,2,3,2,2,2,0.9824561403508771,907.7251461988304,1,171,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,171,736137,974,70244,166,14,,,,,,,,,
606,25,Man,US,3,,,,,,,,,,,,,,,,,,,,,0,622,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,22,101391,8140,69696,622,11,,,,,,,,,
607,25,Man,UK,1,720,,,,,,,,,,,,,,,,1,13,26,45,0,420,420,0,1,0,0,1,1,1,3,1,2,3,1,4,3,5,2,4,3,5,,,,71,5,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,10,10,5,5,,,,,,,,,,801,2,3,2,3,3,4,3,1,1,3,2,4,1,2,1,0.988950276243094,821.5911602209944,1,181,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,3,1,440,301997,2139,24917,420,12,,,,,,,,,
608,30,Man,US,4,,,,,,,,,,,,,,,,,,,,,0,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,19,79472,3636,20864,185,2,,,,,,,,,
609,25,Man,UK,3,450,,,,,,,,,,,,,,,,,,,,0,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,102,16141,793,2402,81,11,,,,,,,,,
610,20,Man,UK,2,630,,,,,,,,,,,,,,,,0,8,30,75,0,81,81,0,0,0,0,1,1,1,1,1,1,1,1,4,5,4,4,5,4,4,,,,85,7,1,1,1,4,7,4,7,1,7,7,7,1,1,1,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,6,10,10,6,1,,,,,,,936,90,420,596,5,5,3,5,5,5,2,2,4,5,5,5,4,4,5,0.9550561797752809,856.9662921348314,1,89,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,63,280475,1069,38191,81,7,,,,,,,,,
611,25,Woman,US,4,2400,,,,,,,,,,,,,,,,1,14,24,78,0,520,520,0,1,0,0,1,1,1,3,2,3,2,1,3,3,4,4,4,3,3,,,,75,7,3,2,5,1,7,4,2,1,2,7,7,2,2,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,20,20,3,6,,,,,,,1620,127,600,1558,5,5,5,5,5,4,4,5,5,5,5,5,3,4,3,0.9506172839506173,985.6090534979423,1,243,31,0,0,0,1,1,1,1,1,0,1,1,0,7,0.6385714285714286,4.47,,,,,,,2,3,1,,,5572,23831,513,8,30,28,181,,,,,,
612,25,Man,US,2,600,,,,,,,,,,,,,,,,6,22,23,90,0,595,595,1,2,2,1,2,3,2,3,2,3,4,3,4,3,4,3,3,2,4,,,,50,4,5,5,6,6,5,5,6,6,5,5,5,5,4,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-2,-2,-1,4,10,15,5,6,,,,,,,4800,360,1500,1451,5,4,2,3,3,3,3,4,4,5,4,4,4,5,3,0.9615384615384616,820.8516483516484,1,182,20,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,149,309446,4500,60539,595,13,11,17,127,,,,,,
613,25,Man,US,3,720,,,,,,,,,,,,,,,,,,,,21577,34202,34202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,2,1,1,171,137899,778,9021,157,24,,,,1140,24.49,21577,833757.05,34045,449
614,25,Man,UK,2,1200,,,,,,,,,,,,,,,,2,12,26,68,0,498,498,0,1,1,0,1,1,1,3,3,1,1,1,4,4,4,3,4,3,4,,,,90,5,3,5,1,1,5,4,4,1,1,6,6,5,2,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,0,0,7,10,10,5,3,,,,,,,2400,480,1200,555,5,3,3,4,2,3,3,2,5,3,2,4,3,4,2,0.9789473684210527,761.7947368421053,1,190,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,129,131690,8866,18332,498,34,,,,,,,,,
615,25,Man,US,3,900,,,,,,,,,,,,,,,,7,19,23,76,2771,5540,5540,2,3,2,0,2,2,2,3,3,2,2,3,4,3,2,2,4,5,3,,,,72,5,3,3,5,2,4,4,6,4,6,6,5,2,2,2,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,1,0,1,6,30,45,5,5,,,,,,,,90,,1064,4,5,4,4,3,5,4,4,3,3,4,4,5,5,5,0.9053497942386831,997.7860082304527,1,243,31,0,0,0,1,1,1,1,0,0,1,1,1,,,,,,,,,,2,1,1,323,294786,3154,91056,468,36,15,24,194,735,41.006,2771,207982.917,5072,164
616,25,Man,US,2,480,,,,,,,,,,,,,,,,5,,,85,0,702,702,1,1,3,0,,,,,,,,,,,,,,,,,,,40,7,3,1,4,7,7,7,4,2,3,7,7,2,2,3,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,0,,,,,2,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,81,346974,9324,40525,702,15,,,,,,,,,
617,25,Man,UK,2,1800,,,,,,,,,,,,,,,,12,19,20,77,0,190,190,4,3,2,3,3,2,2,2,2,3,2,3,2,3,4,2,2,4,3,,,,56,2,4,5,3,4,3,4,6,5,4,5,5,5,3,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,-1,2,4,30,60,5,2,,,,,,,,,,911,2,4,3,5,5,4,2,2,3,4,4,3,2,4,4,0.9305555555555556,1174.4722222222222,1,72,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,51,103122,2462,56879,190,12,,,,,,,,,
618,25,Man,UK,1,1800,,,,,,,,,,,,,,,,,,,67,0,521,521,,,,,,,,,,,,,,,,,,,,,,,2,6,1,3,3,5,5,4,1,2,1,5,6,1,3,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,-1,2,,,,6,,,,,,,810,0,300,591,,,,,,,,,,,,,,,,0.8695652173913043,1248.7826086956522,1,207,,,,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,1430,704683,3828,232296,521,39,,,,,,,,,
619,30,Man,US,2,1200,,,,,,,,,,,,,,,,3,8,31,64,0,1140,1140,1,1,1,0,1,1,1,1,1,1,1,1,3,4,5,5,5,5,4,,,,91,7,1,1,1,4,4,4,2,1,1,7,7,1,1,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,2,3,10,20,5,6,,,,,,,4200,300,2100,1182,5,5,5,5,5,4,3,3,3,5,5,5,3,4,4,0.9894366197183099,772.8732394366198,1,284,32,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,255,552642,9341,43161,1140,11,57,29,251,,,,,,
620,30,Man,US,2,1500,,,,,,,,,,,,,,,,2,8,33,66,33150,60913,60913,1,1,0,0,1,1,1,1,1,1,1,1,4,5,5,5,5,4,5,,,,85,6,1,1,2,6,5,6,2,1,2,6,6,2,1,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,6,20,20,,5,,,,,,,2400,330,1500,764,5,3,4,4,5,3,3,5,4,4,4,4,3,3,3,0.9857142857142858,1214.2214285714285,1,140,32,0,0,0,1,1,1,1,0,0,1,1,1,,,,,,,,,,2,1,1,41,44856,2579,32875,183,10,57,26,404,585,30.193,33150,1833626.833,60730,123
621,30,Man,UK,1,360,,,,,,,,,,,,,,,,0,11,31,66,0,248,248,0,0,0,0,1,1,1,2,2,1,2,1,3,4,5,5,5,4,5,,,,85,7,2,2,2,4,5,4,1,1,1,5,5,4,3,1,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,5,5,5,2,,,,,,,,,,524,2,4,2,5,4,3,3,1,2,5,4,5,3,2,3,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,158,254668,2223,29422,248,20,,,,,,,,,
622,20,Man,UK,3,1845,,,,,,,,,,,,,,,,,,,,0,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,0,3,0,,,,,1,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,204,131198,2953,23463,164,13,,,,,,,,,
623,30,Man,US,3,1500,,,,,,,,,,,,,,,,,,,,0,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,40,44242,2008,14779,197,8,,,,,,,,,
624,30,Man,US,1,1800,,,,,,,,,,,,,,,,3,17,26,77,0,1995,1995,1,1,1,0,2,1,3,3,2,1,3,2,4,2,3,4,5,4,4,,,,90,6,3,2,3,5,6,3,5,2,2,7,6,3,2,2,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,-1,3,30,40,4,5,,,,,,,4080,600,2280,947,5,5,5,4,3,5,4,4,4,4,5,3,4,5,3,0.9565217391304348,811.5760869565217,1,92,11,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,186,783159,9212,186334,1995,37,17,9,93,,,,,,
625,25,Man,UK,2,1200,,,,,,,,,,,,,,,,4,31,17,87,0,707,707,0,1,2,1,4,4,3,4,4,3,5,4,2,1,4,2,4,1,3,,,,38,6,4,6,3,7,6,7,1,1,1,7,6,1,7,7,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,1,0,3,60,60,5,6,,,,,,,,75,,612,5,4,5,5,5,3,3,2,4,5,5,5,4,4,4,0.9695121951219512,985.4146341463414,1,164,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,525,498543,3685,93448,707,48,,,,,,,,,
626,20,Man,UK,3,1830,,,,,,,,,,,,,,,,7,32,21,72,0,111,111,0,3,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,34,19.45647058823529,661.5199999999999,44,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,10,10,,5,,,,,,,900,60,360,346,4,3,3,4,5,3,3,4,3,3,3,3,3,3,3,0.9794520547945206,1146.6027397260275,1,146,,,,1,1,1,1,0,0,0,1,0,0,,,,,,,,,,2,1,1,18,4856,1462,1472,77,3,,,,,,,,,
627,20,Woman,UK,1,3000,,,,,,,,,,,,,,,,11,34,17,95,0,1590,1590,3,3,3,2,5,4,4,4,5,4,4,4,3,2,2,4,3,1,2,,,,15,5,5,7,6,7,7,5,5,5,7,5,6,5,2,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,-2,3,-3,3,20,20,,6,,,,,,,4500,480,2400,820,5,3,5,5,5,4,2,4,4,5,4,4,4,4,2,0.9730941704035875,1122.1434977578476,1,223,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,226,504075,9380,108596,1590,47,,,,,,,,,
628,25,Woman,UK,1,1200,,,,,,,,,,,,,,,,1,39,18,67,0,54,54,0,1,0,0,5,4,5,5,5,5,5,5,1,3,3,3,4,1,3,,,,25,6,3,1,3,3,6,2,2,1,1,5,6,5,5,2,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1,2,0,1,60,45,7,2,,,,,,,10080,720,5040,870,4,4,4,4,4,4,3,1,4,4,5,4,3,4,2,0.9941860465116279,896.6162790697674,1,172,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,14,13953,935,5068,54,11,,,,,,,,,
629,25,Man,US,3,600,,,,,,,,,,,,,,,,0,8,28,43,0,233,233,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,,,,80,6,1,1,1,1,1,1,1,1,1,5,6,1,2,2,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,30,30,5,6,,,,,,,480,240,720,1866,3,4,3,5,5,1,1,1,2,2,2,2,2,1,1,0.9777777777777777,828.9222222222222,1,180,29,0,0,0,1,1,1,1,1,0,1,1,0,55,62.116363636363644,3416.4000000000005,,,,,,,2,2,1,108,151462,2102,15165,178,8,32,28,330,,,,,,
630,25,Non-binary,US,1,240,,,,,,,,,,,,,,,,,,,,0,1851,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,61,47538,20156,100613,1851,7,,,,,,,,,
631,20,Woman,UK,2,180,,,,,,,,,,,,,,,,4,16,27,79,0,119,119,2,1,1,0,2,1,1,3,2,2,3,2,4,3,4,4,4,4,4,,,,81,6,3,4,3,4,4,4,5,3,3,5,5,4,3,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,1,0,8,30,30,5,4,,,,,,,1080,210,630,893,5,3,3,4,3,3,2,4,3,2,3,4,2,2,2,0.9636363636363636,957.0848484848485,1,165,,,,0,1,1,1,0,1,0,1,0,0,28,23.313928571428566,652.7899999999998,,,,,,,2,1,1,17,14965,1399,7277,91,7,,,,,,,,,
632,25,Man,US,1,1800,,,,,,,,,,,,,,,,7,13,27,65,0,591,591,2,3,2,0,2,1,1,2,2,2,2,1,3,4,4,4,4,4,4,,,,95,7,2,2,2,6,5,3,1,1,1,7,5,1,1,1,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,0,5,30,15,5,6,,,,,,,6000,450,2400,787,5,5,3,5,5,5,3,4,2,5,4,5,3,4,4,0.9653179190751445,888.1849710982659,1,173,17,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,138,651504,6511,220371,591,32,41,16,218,,,,,,
633,25,Non-binary,UK,3,1080,,,,,,,,,,,,,,,,7,29,11,71,95,1106,1106,2,3,2,0,1,5,3,4,2,5,5,4,1,2,1,2,2,1,2,,,,30,7,5,5,5,1,1,1,4,4,1,6,7,5,1,3,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,3,2,5,5,,6,,,,,,,1200,120,360,1172,1,5,5,5,5,5,4,1,1,2,5,2,5,5,4,0.9461077844311377,938.1736526946107,1,167,,,,0,1,1,1,0,0,1,1,0,0,,,,353.417,37.547,95,27672.2,737,15,2,1,1,44,56022,1631,18532,369,24,,,,,,,,,
634,25,Man,UK,1,1200,,,,,,,,,,,,,,,,2,21,25,71,0,572,572,1,0,1,0,2,2,3,3,2,3,3,3,4,2,4,4,3,4,4,,,,70,6,2,1,2,5,6,6,1,2,1,7,6,3,2,2,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,2,1,6,20,20,5,5,,,,,,,1650,,,848,5,4,4,5,4,4,3,4,4,5,5,4,3,4,4,0.9659090909090909,862.625,1,88,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,207,343233,2055,11469,572,25,,,,,,,,,
635,25,Man,US,3,1110,,,,,,,,,,,,,,,,,,,,20319,41051,41051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,2,1,1,37,209329,6074,46382,340,9,,,,645,31.636,20319,1287926.483,40711,85
636,30,Woman,US,1,432,,,,,,,,,,,,,,,,4,16,21,84,0,507,507,0,2,2,0,1,1,1,3,2,3,3,2,2,3,3,3,4,3,3,,,,75,3,6,6,6,4,6,4,6,4,5,7,7,1,2,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,2,0,4,30,30,7,6,,,,,,,330,0,180,1461,5,3,3,5,5,4,4,5,5,4,5,4,4,4,5,0.9767441860465116,1176.2976744186046,1,215,31,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,409,315209,1882,25264,507,11,40,26,339,,,,,,
637,30,Woman,US,3,2400,,,,,,,,,,,,,,,,8,24,20,85,0,968,968,0,4,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,,,,50,7,5,2,5,6,7,5,5,4,5,7,7,2,2,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,0,3,35,35,5,3,,,,,,,,,,1448,5,4,4,5,5,3,4,4,5,5,4,4,3,4,3,0.9166666666666666,967.75,1,84,7,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,678,327509,2931,14949,968,47,10,7,48,,,,,,
638,20,Man,UK,3,1800,,,,,,,,,,,,,,,,9,12,27,76,52,870,870,3,3,2,1,1,2,1,2,1,2,2,1,4,4,3,5,4,4,3,,,,80,7,2,2,2,6,6,5,3,2,2,7,6,2,3,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,3,0,7,30,30,5,4,,,,,,,3600,240,1800,648,5,3,2,4,4,4,5,5,5,5,4,4,5,5,5,0.9666666666666667,833.5,1,90,,,,0,1,1,1,0,1,1,1,0,0,21,11.025714285714287,231.54000000000002,139.5,17.736,52,4203.417,237,8,3,1,1,114,291866,1675,76029,612,31,,,,,,,,,
639,25,Man,UK,2,600,,,,,,,,,,,,,,,,6,17,28,60,0,233,233,1,2,2,1,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,,,,71,6,2,2,2,3,2,2,2,2,1,6,5,4,2,2,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,8,10,10,,4,,,,,,,1800,0,1200,485,2,4,4,4,4,3,2,2,1,4,4,5,1,2,1,0.987012987012987,1065.2597402597403,1,77,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,167,255390,1837,10901,233,21,,,,,,,,,
640,25,Woman,US,3,1200,,,,,,,,,,,,,,,,2,16,20,58,26,165,165,1,1,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,,,,50,6,1,1,1,4,4,5,1,1,1,5,6,2,2,1,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,15,15,5,3,,,,,,,,,,800,3,3,4,4,5,3,2,2,3,3,3,4,2,2,2,0.8939393939393939,1346.590909090909,1,66,2,0,0,0,1,1,1,1,1,1,1,1,0,28,10.415714285714285,291.64,99.617,22.022,26,858.867,39,3,3,2,1,138,197261,2173,12574,98,9,5,2,35,,,,,,
641,30,Man,US,1,1500,,,,,,,,,,,,,,,,9,14,26,58,0,951,951,2,3,2,2,2,2,1,2,1,2,2,2,4,4,3,4,4,4,3,,,,72,5,2,2,1,5,6,1,1,1,1,6,6,2,1,2,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,-1,0,1,2,-1,3,10,10,7,6,,,,,,,780,0,420,651,4,5,4,4,4,3,2,3,3,4,5,5,4,4,4,0.9779411764705882,817.3897058823529,1,272,29,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,285,1019444,5231,105993,951,17,76,28,457,,,,,,
642,20,Non-binary,US,1,300,,,,,,,,,,,,,,,,0,25,22,58,6439,9403,9403,0,0,0,0,3,3,4,3,3,3,3,3,2,2,4,4,3,4,3,,,,51,7,1,2,1,5,7,1,1,1,3,6,7,1,2,1,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,6,,,,,,,,0,0,665,5,4,4,5,5,3,2,1,5,4,4,5,3,4,1,0.9351145038167938,889.1946564885496,1,262,30,0,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,1,,,,,,,,,6,27,282,680,33.09,6439,311141.217,9403,108
643,20,Woman,UK,2,900,,,,,,,,,,,,,,,,1,14,25,73,0,204,204,1,0,0,0,1,2,2,3,1,2,2,1,3,4,3,4,4,4,3,,,,72,5,3,4,3,4,4,4,3,4,4,5,4,4,4,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,3,1,6,30,30,2,4,,,,,,,450,60,300,624,4,3,3,3,4,5,3,4,4,4,5,5,2,2,2,0.950354609929078,1223.3475177304965,1,141,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,64,113459,1158,43666,204,12,,,,,,,,,
