record_id,age,gender,country,num_platforms,self_reported_weekly_play,plays_xbox,plays_steam,plays_nintendo,plays_ios,plays_android,plays_playstation,intake_life_sat,intake_affective_valence,intake_wemwbs_1,intake_wemwbs_2,intake_wemwbs_3,intake_wemwbs_4,intake_wemwbs_5,intake_wemwbs_6,intake_wemwbs_7,gdt_total,promis_total,wemwbs_total,bangs_total,telem_nocturnal_sessions,telem_activity_count,telem_total_sessions,bw_gdt_1,bw_gdt_2,bw_gdt_3,bw_gdt_4,bw_promis_1,bw_promis_2,bw_promis_3,bw_promis_4,bw_promis_5,bw_promis_6,bw_promis_7,bw_promis_8,bw_wemwbs_1,bw_wemwbs_2,bw_wemwbs_3,bw_wemwbs_4,bw_wemwbs_5,bw_wemwbs_6,bw_wemwbs_7,android_days_with_data,android_mean_daily_minutes,android_total_minutes,bw_affective_valence,bw_bangs_1,bw_bangs_10,bw_bangs_11,bw_bangs_12,bw_bangs_13,bw_bangs_14,bw_bangs_15,bw_bangs_16,bw_bangs_17,bw_bangs_18,bw_bangs_2,bw_bangs_3,bw_bangs_4,bw_bangs_5,bw_bangs_6,bw_bangs_7,bw_bangs_8,bw_bangs_9,bw_bfi_2_xs_1,bw_bfi_2_xs_10,bw_bfi_2_xs_11,bw_bfi_2_xs_12,bw_bfi_2_xs_13,bw_bfi_2_xs_14,bw_bfi_2_xs_15,bw_bfi_2_xs_2,bw_bfi_2_xs_3,bw_bfi_2_xs_4,bw_bfi_2_xs_5,bw_bfi_2_xs_6,bw_bfi_2_xs_7,bw_bfi_2_xs_8,bw_bfi_2_xs_9,bw_eps_afternoon,bw_eps_car,bw_eps_lunch,bw_eps_passenger,bw_eps_public,bw_eps_reading,bw_eps_talking,bw_eps_tv,bw_gaming_value_cognitive,bw_gaming_value_emotion,bw_gaming_value_routines,bw_gaming_value_social,bw_gaming_value_work,bw_life_sat,bw_mctq_fd_sleep_latency_minutes,bw_mctq_wd_sleep_latency_minutes,bw_mctq_workdays_per_week,bw_num_waves,bw_played_any_games,bw_positives,bw_problematic_play,bw_psqi_overall_quality,bw_psqi_sleep_latency_min,bw_psqi_sleepdur_hours,bw_self_reported_biweekly_play,bw_self_reported_daily_play,bw_self_reported_weekly_play,bw_survey_duration,bw_trojan_1,bw_trojan_10,bw_trojan_11,bw_trojan_12,bw_trojan_13,bw_trojan_14,bw_trojan_15,bw_trojan_2,bw_trojan_3,bw_trojan_4,bw_trojan_5,bw_trojan_6,bw_trojan_7,bw_trojan_8,bw_trojan_9,cog_mean_accuracy,cog_mean_rt,cog_num_tasks,cog_num_trials,daily_num_responses,daily_played_days,daily_stress_days,has_android,has_any_telemetry,has_biweekly,has_cognitive,has_daily,has_ios,has_nintendo,has_steam,has_timeuse,has_xbox,ios_days_with_data,ios_mean_daily_minutes,ios_total_minutes,nintendo_max_session_min,nintendo_mean_session_min,nintendo_nocturnal_sessions,nintendo_total_duration_min,nintendo_total_sessions,nintendo_unique_games,num_telemetry_platforms,steam_link_events,steam_linked,steam_owned_games_count,steam_owned_total_playtime,steam_playtime_2weeks_max,steam_playtime_forever_max,steam_total_records,steam_unique_games,timeuse_gaming_entries,timeuse_num_days,timeuse_num_entries,xbox_max_session_min,xbox_mean_session_min,xbox_nocturnal_sessions,xbox_total_duration_min,xbox_total_sessions,xbox_unique_games
1762,25,Woman,US,3,1200,,,,,,,,,,,,,,,,,,,,0,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,,,1829,37600,109,9,,,,,,,,,
1763,30,Woman,US,3,1200,,,,,,,,,,,,,,,,,,,71,0,61,61,,,,,,,,,,,,,,,,,,,,,,,45,4,5,5,5,3,6,5,2,2,1,5,5,5,4,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,1,0,3,,,,5,,,,,,,2400,420,1380,1594,,,,,,,,,,,,,,,,0.9516129032258065,1445.9274193548388,1,124,6,0,0,0,1,0,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,22,68423,1226,16912,61,2,15,6,61,,,,,,
1764,30,Man,US,2,300,,,,,,,,,,,,,,,,,,,,119,416,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,,121.167,19.193,119,7139.85,372,2,2,1,1,47,116076,1080,2766,44,4,,,,,,,,,
1765,30,Man,UK,3,625,,,,,,,,,,,,,,,,,,,66,36,240,240,,,,,,,,,,,,,,,,,,,,,,,45,5,4,3,2,2,3,4,2,4,3,5,5,3,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-2,0,0,4,,,,6,,,,,,,1506,135,630,1092,,,,,,,,,,,,,,,,1,843.9662921348314,1,89,,,,0,1,0,1,0,0,1,1,0,0,,,,399.433,38.954,36,2493.083,64,7,2,1,1,,,2177,100236,176,12,,,,,,,,,
1766,20,Man,UK,3,840,,,,,,,,,,,,,,,,5,13,30,76,163,692,692,1,1,3,0,2,1,1,3,2,1,2,1,4,4,4,5,4,5,4,,,,60,6,4,1,2,6,5,4,1,1,1,6,6,5,5,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,3,0,8,10,10,,1,,,,,,,240,30,120,540,5,3,2,4,5,3,2,5,5,3,4,3,4,5,4,0.9764705882352941,907.3411764705883,1,85,,,,0,1,1,1,0,0,1,1,0,0,,,,188.95,16.483,163,7087.583,430,7,2,1,1,187,330126,2601,6929,262,12,,,,,,,,,
1767,20,Man,UK,1,600,,,,,,,,,,,,,,,,1,13,22,,0,37,37,0,1,0,0,1,1,2,2,2,1,2,2,3,3,3,4,3,3,3,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,45,45,,3,,,,,,,,,,410,2,2,3,3,4,2,2,2,2,2,2,3,3,3,1,0.9876543209876543,987.3827160493827,1,81,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,2,1,148,224027,1978,37126,37,6,,,,,,,,,
1768,25,Man,US,2,1260,,,,,,,,,,,,,,,,,,,,0,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,471,609223,1003,74107,179,21,,,,,,,,,
1769,20,Man,UK,2,600,,,,,,,,,,,,,,,,,,,76,0,206,206,,,,,,,,,,,,,,,,,,,,,,,57,7,5,3,6,2,3,1,5,4,7,7,5,1,7,7,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,0,-1,4,,,,1,,,,,,,1800,180,870,887,,,,,,,,,,,,,,,,0.9607843137254902,678.7843137254902,1,102,,,,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,1,2,1,196,226998,2971,11508,206,29,,,,,,,,,
1770,30,Man,US,2,900,,,,,,,,,,,,,,,,5,10,25,66,220,2091,2091,1,1,3,0,1,2,1,2,1,1,1,1,3,4,4,4,4,3,3,,,,73,6,2,3,3,3,4,4,3,3,2,6,5,2,3,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,0,0,7,10,10,5,6,,,,,,,720,80,330,1689,2,4,3,4,3,2,2,1,1,3,4,4,4,4,2,0.9892857142857143,786.3785714285714,1,280,28,0,0,0,1,1,1,1,0,1,1,1,0,,,,309.367,24.559,220,8104.417,330,9,2,2,1,61,117031,18959,93923,1761,13,36,25,308,,,,,,
1771,25,Woman,US,2,1500,,,,,,,,,,,,,,,,,,,,0,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,64,169524,3440,96762,183,10,,,,,,,,,
1772,20,Woman,US,1,3600,,,,,,,,,,,,,,,,,,,,14261,27625,27625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,1,,,,,,,,,,,,1435,74.906,14261,2069285.9,27625,127
1773,20,Man,US,3,1800,,,,,,,,,,,,,,,,,15,16,72,11618,21439,21439,,,,,1,3,4,1,1,2,1,2,2,2,2,2,3,2,3,,,,54,4,5,4,5,4,5,5,2,3,2,5,4,5,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,1231,2,3,3,4,3,3,2,3,2,2,4,2,3,3,3,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,2,2,1,10,10523,2011,4391,42,3,,,,1435,57.152,11618,1222879.667,21397,91
1774,20,Man,US,1,2400,,,,,,,,,,,,,,,,,,,,0,588,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,442,386078,2452,34849,588,40,,,,,,,,,
1775,25,Man,US,1,1200,,,,,,,,,,,,,,,,,,,,0,218,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,,,2726,98305,218,5,,,,,,,,,
1776,25,Man,US,3,240,,,,,,,,,,,,,,,,,,,,0,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,,,2018,24510,111,7,,,,,,,,,
1777,25,Non-binary,US,3,900,,,,,,,,,,,,,,,,0,8,30,48,4,603,603,0,0,0,0,1,1,1,1,1,1,1,1,4,4,5,4,5,4,4,,,,90,6,1,1,1,1,1,1,1,1,1,6,6,2,2,2,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,8,480,480,4,5,,,,,,,840,60,420,1138,2,5,4,5,5,4,3,1,1,4,4,4,1,3,1,1,1261.1897810218977,1,137,28,0,0,0,1,1,1,1,1,1,1,1,0,28,37.745357142857145,1056.8700000000001,174,16.02,4,2547.25,159,2,3,1,1,43,80348,4855,16648,416,6,29,21,316,,,,,,
1778,30,Man,US,3,600,,,,,,,,,,,,,,,,0,10,28,67,128,386,386,0,0,0,0,1,1,1,2,1,1,2,1,3,4,5,4,4,4,4,,,,90,6,1,1,1,4,4,5,4,1,4,7,7,1,1,1,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,9,,,5,2,,,,,,,1830,150,930,1525,1,5,4,5,5,4,3,1,1,3,4,4,3,3,1,0.9166666666666666,1494.7833333333333,1,60,4,0,0,0,1,1,1,1,0,1,1,1,0,,,,117.817,13.423,128,2550.367,190,21,2,1,1,825,165780,638,10618,196,76,4,3,45,,,,,,
1779,30,Man,US,1,1800,,,,,,,,,,,,,,,,5,25,21,86,0,976,976,1,1,3,0,5,1,3,3,5,2,3,3,3,3,3,3,3,2,4,,,,62,7,7,7,5,4,7,3,1,1,1,7,3,4,6,7,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3,-1,4,10,10,4,6,,,,,,,1980,120,1140,1332,5,5,1,5,5,4,4,3,5,3,5,5,1,1,1,0.9762845849802372,932.5415019762846,1,253,22,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,57,164910,16421,49392,976,11,32,20,270,,,,,,
1780,20,Man,US,4,1500,,,,,,,,,,,,,,,,,,,,211,871,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,2,2,1,112,112217,3543,18097,492,22,,,,200,35.95,211,13625,379,15
1781,20,Man,US,1,900,,,,,,,,,,,,,,,,,,,,0,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,94,148206,2431,15885,300,13,,,,,,,,,
1782,20,Man,US,2,510,,,,,,,,,,,,,,,,,,,,0,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,67,77866,839,38678,147,13,,,,,,,,,
1783,25,Man,US,1,2400,,,,,,,,,,,,,,,,7,23,21,44,0,721,721,2,2,2,1,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,,,,52,6,2,1,1,1,2,1,1,1,2,2,4,2,1,1,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,5,1,,,,,,,1200,120,600,438,5,5,2,3,5,3,1,5,4,3,3,5,4,4,2,0.9880952380952381,923.047619047619,1,84,2,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,610,666778,7075,159420,721,89,2,1,11,,,,,,
1784,30,Man,UK,2,300,,,,,,,,,,,,,,,,0,16,26,51,0,76,76,0,0,0,0,2,2,2,2,2,2,2,2,4,4,4,3,4,3,4,,,,70,7,1,1,2,1,1,4,2,1,1,6,5,1,1,1,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,5,30,30,5,1,,,,,,,360,0,0,497,2,2,2,4,5,3,4,2,2,3,4,3,3,3,2,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,3,1038,966,1343,76,6,,,,,,,,,
1785,25,Woman,UK,2,480,,,,,,,,,,,,,,,,6,21,25,57,1003,3708,3708,1,2,2,1,2,3,2,3,2,3,3,3,4,3,4,3,3,4,4,,,,67,6,1,2,4,4,4,1,1,4,1,5,7,1,6,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,6,,,5,5,,,,,,,360,30,180,737,1,3,2,3,5,3,4,1,2,4,5,5,5,5,4,0.9682539682539683,1421.5714285714287,1,63,,,,0,1,1,1,0,0,1,0,0,0,,,,555.333,37.974,1003,140807.433,3708,19,1,,,,,,,,,,,,,,,,,
1786,30,Man,US,2,1380,,,,,,,,,,,,,,,,,,,,0,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,843,620615,3401,87456,400,48,,,,,,,,,
1787,25,Man,US,3,1200,,,,,,,,,,,,,,,,7,25,16,79,97,873,873,2,2,2,1,3,3,3,3,4,4,3,2,2,3,3,2,3,2,1,,,,78,6,3,3,4,6,5,4,2,3,2,6,6,2,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,-1,3,45,45,,1,,,,,,,,,,1141,3,4,3,3,3,4,3,3,2,4,4,4,3,3,2,,,,,4,0,0,0,1,1,0,1,0,1,1,1,0,,,,227,18.774,97,3829.933,204,13,2,1,1,700,565844,11823,64514,669,49,9,4,62,,,,,,
1788,25,Man,UK,3,1200,,,,,,,,,,,,,,,,4,16,28,79,343,1477,1477,1,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,,,,70,5,1,2,3,3,5,3,3,5,4,5,7,5,6,5,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,-1,9,5,5,5,2,,,,,,,,,,541,3,4,2,4,4,4,1,4,1,4,5,3,4,4,2,0.9620253164556962,1070.5443037974683,1,79,,,,0,1,1,1,0,0,1,1,0,0,,,,151.45,14.702,343,19833.167,1349,14,2,1,1,193,281339,1220,21681,128,13,,,,,,,,,
1789,20,Man,UK,2,3600,,,,,,,,,,,,,,,,12,17,24,84,0,267,267,4,4,3,1,2,2,1,3,3,3,2,1,4,4,2,5,4,3,2,,,,80,5,6,5,3,5,6,5,5,3,5,6,5,2,3,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,-2,-1,2,-3,7,30,30,,5,,,,,,,460,90,200,1288,5,4,4,4,4,3,2,4,2,4,4,4,4,5,5,0.9330143540669856,642.5071770334928,1,209,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,2,1,97,146061,1035,92809,267,18,,,,,,,,,
1790,25,Man,US,4,1200,,,,,,,,,,,,,,,,4,14,32,72,0,168,168,0,4,0,0,1,1,1,3,1,3,3,1,5,5,5,2,5,5,5,,,,100,7,1,1,1,7,7,7,1,1,1,7,7,1,1,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,3,-1,3,-2,3,3,45,45,,6,,,,,,,10800,900,7200,1818,5,5,5,5,5,5,5,4,5,5,5,5,1,1,2,0.934010152284264,1343.9847715736041,1,197,26,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,36,79556,2256,46573,168,20,25,20,113,,,,,,
1791,30,Woman,US,1,480,,,,,,,,,,,,,,,,1,21,23,54,0,245,245,1,0,0,0,3,1,4,3,3,3,2,2,2,3,4,3,4,3,4,,,,50,6,4,3,2,2,1,1,1,1,1,5,6,1,1,2,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,4,30,15,5,6,,,,,,,,,,1026,4,5,5,5,5,2,1,3,3,4,5,5,3,2,2,0.9466019417475728,1266.3106796116506,1,206,23,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,9,94677,3178,44806,245,2,13,22,253,,,,,,
1792,25,Man,US,1,1200,,,,,,,,,,,,,,,,,8,,,0,708,708,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,10,5,1,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,139,671484,2713,105282,708,16,,,,,,,,,
1793,20,Man,UK,2,300,,,,,,,,,,,,,,,,4,23,20,55,0,881,881,1,1,2,0,2,2,2,4,2,4,4,3,3,1,2,4,4,4,2,,,,53,4,5,3,3,2,2,2,2,2,2,5,4,3,2,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,6,30,30,4,1,,,,,,,,,,553,4,4,2,4,4,4,2,4,4,3,4,3,4,2,2,0.9647058823529412,922.8823529411765,1,85,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,3,1,206,504539,6814,27403,881,5,,,,,,,,,
1794,30,Man,UK,1,540,,,,,,,,,,,,,,,,,,,,0,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,154,345161,868,94794,174,11,,,,,,,,,
1795,20,Man,UK,2,480,,,,,,,,,,,,,,,,,,,,0,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,407,94537,3127,3848,199,31,,,,,,,,,
1796,20,Man,US,1,900,,,,,,,,,,,,,,,,,,,78,0,564,564,,,,,,,,,,,,,,,,,,,,,,,70,5,3,5,4,5,6,5,2,2,2,5,4,4,2,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,6,,,,5,,,,,,,1800,30,900,656,,,,,,,,,,,,,,,,0.9841269841269841,775.7248677248677,1,189,28,0,0,0,1,0,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,156,263843,6315,73151,564,18,53,22,293,,,,,,
1797,20,Man,US,1,2700,,,,,,,,,,,,,,,,4,10,26,63,0,265,265,1,1,2,0,1,1,1,2,1,1,2,1,4,4,4,3,4,3,4,,,,80,7,1,1,1,5,6,4,1,1,1,7,6,1,2,1,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,-1,1,0,6,15,10,5,2,,,,,,,2400,240,1440,834,4,3,4,5,4,3,3,3,2,5,4,5,4,4,2,0.987012987012987,1064.909090909091,1,77,16,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,195,490050,3072,56053,265,22,23,15,151,,,,,,
1798,20,Woman,UK,1,2100,,,,,,,,,,,,,,,,4,24,16,86,0,351,351,1,2,1,0,3,4,3,3,2,3,3,3,2,2,2,2,3,2,3,,,,42,6,5,5,6,2,6,4,4,4,5,5,5,4,6,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,-1,1,0,6,,60,5,8,,,,,,,1780,260,1210,1324,5,4,5,5,5,3,4,5,3,5,4,4,4,5,3,0.9492753623188406,1250.6376811594203,1,138,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,4,1,,,4433,13661,351,15,,,,,,,,,
1799,20,Woman,UK,2,1800,,,,,,,,,,,,,,,,,12,21,66,0,483,483,,,,,1,1,1,2,1,2,3,1,3,2,3,3,3,4,3,,,,60,6,3,2,3,2,3,4,3,2,2,5,6,3,2,2,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,0,2,6,,,,2,,,,,,,2400,450,1440,192,,,,,,,,,,,,,,,,0.9603960396039604,674.8019801980198,1,101,,,,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,137,221340,13213,89509,483,7,,,,,,,,,
1800,30,Man,UK,1,2400,,,,,,,,,,,,,,,,,,,,0,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,114,211852,658,14524,19,4,,,,,,,,,
1801,25,Non-binary,US,1,930,,,,,,,,,,,,,,,,,,,,0,327,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,595,307097,2006,16373,327,35,,,,,,,,,
1802,20,Man,US,2,2700,,,,,,,,,,,,,,,,8,16,21,75,0,838,838,2,2,3,1,2,1,2,3,3,2,2,1,3,4,4,3,2,2,3,,,,80,6,6,6,5,3,5,4,2,2,1,6,6,2,4,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,2,-2,-1,0,7,30,15,,6,,,,,,,3300,360,1800,910,5,4,4,5,5,4,4,1,5,5,5,5,2,3,3,0.9653979238754326,739.4186851211073,1,289,26,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,149,342730,3599,39114,838,29,102,23,295,,,,,,
1803,30,Non-binary,UK,3,1200,,,,,,,,,,,,,,,,,,,,179,1373,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,,251.2,14.948,179,16398,1097,22,2,1,1,39,271234,3573,235292,276,2,,,,,,,,,
1804,25,Man,UK,1,2160,,,,,,,,,,,,,,,,,,,,0,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,2,1,19,13530,1272,11381,89,19,,,,,,,,,
1805,25,Man,US,1,2100,,,,,,,,,,,,,,,,7,14,27,64,0,770,770,3,2,2,0,1,1,1,4,2,3,1,1,1,4,3,5,5,4,5,,,,40,7,1,3,2,6,7,6,1,1,1,7,6,1,3,1,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,2,-1,0,3,-1,6,20,20,,4,,,,,,,1800,180,300,852,5,5,4,4,5,5,4,4,5,4,5,5,2,4,2,0.9623655913978495,784.0860215053764,1,186,25,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,216,273402,1369,22374,770,37,36,21,276,,,,,,
1806,20,Woman,US,3,900,,,,,,,,,,,,,,,,4,9,28,68,0,21,21,1,2,1,0,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,,,,80,6,2,2,2,3,4,4,2,2,2,6,6,2,3,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,8,10,10,4,6,,,,,,,4200,240,2100,926,4,4,4,4,5,3,2,2,4,4,4,5,2,4,2,0.9793388429752066,997,1,242,28,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,11,19915,462,19239,21,2,47,25,306,,,,,,
1807,25,Woman,US,1,1500,,,,,,,,,,,,,,,,0,11,25,63,0,487,487,0,0,0,0,1,1,1,2,1,2,2,1,3,4,5,2,4,3,4,,,,50,6,5,5,5,2,2,3,1,1,1,6,6,2,2,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,6,5,5,5,6,,,,,,,2400,360,1200,1255,4,3,4,5,5,2,2,1,2,5,4,4,4,5,4,0.9803921568627451,927.1960784313726,1,255,29,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,2,1,181,739252,3214,173701,487,12,51,22,229,,,,,,
1808,30,Man,US,2,3000,,,,,,,,,,,,,,,,8,24,19,51,0,1083,1083,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,21,27.58190476190477,579.2200000000001,36,6,2,2,2,1,1,1,1,1,1,6,5,2,1,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,1,2,-2,-1,-2,3,,,,3,,,,,,,,,,1130,3,4,4,4,4,4,3,1,2,3,5,3,4,4,3,0.98125,1017.325,1,160,23,0,0,1,1,1,1,1,0,0,1,1,0,,,,,,,,,,2,2,1,55,462180,7282,62591,1062,9,65,21,205,,,,,,
